id,gold_label,gpt_result,gpt_result_mapped
2944,white_grievance,B:,incitement
2945,incitement,B:,incitement
2946,stereotypical,E:,stereotypical
2947,white_grievance,F:,threatening
2948,incitement,E:,stereotypical
2949,stereotypical,E:,stereotypical
2950,stereotypical,F:,threatening
2951,stereotypical,F:,threatening
2952,incitement,B:,incitement
2953,inferiority,E:,stereotypical
2954,incitement,B:,incitement
2955,incitement,E:,stereotypical
2956,threatening,F:,threatening
2957,incitement,E:,stereotypical
2958,incitement,E:,stereotypical
2959,incitement,E:,stereotypical
2960,incitement,E:,stereotypical
2961,inferiority,E:,stereotypical
2962,incitement,B:,incitement
2963,incitement,E:,stereotypical
2964,incitement,E:,stereotypical
2965,white_grievance,E:,stereotypical
2966,incitement,A:,white_grievance
2967,incitement,B:,incitement
2968,incitement,E:,stereotypical
2969,incitement,E:,stereotypical
2970,incitement,B:,incitement
2971,incitement,B:,incitement
2972,incitement,B:,incitement
2973,incitement,E:,stereotypical
2974,inferiority,E:,stereotypical
2975,stereotypical,E:,stereotypical
2976,incitement,E:,stereotypical
2977,incitement,A:,white_grievance
2978,incitement,B:,incitement
2979,incitement,E:,stereotypical
2980,white_grievance,A:,white_grievance
2981,incitement,E:,stereotypical
2982,white_grievance,E:,stereotypical
2983,incitement,A:,white_grievance
2984,stereotypical,E:,stereotypical
2985,white_grievance,E:,stereotypical
2986,white_grievance,E:,stereotypical
2987,incitement,E:,stereotypical
2988,incitement,A:,white_grievance
2989,white_grievance,E:,stereotypical
2990,other,E:,stereotypical
2991,incitement,E:,stereotypical
2992,white_grievance,E:,stereotypical
2993,stereotypical,E:,stereotypical
2994,stereotypical,E:,stereotypical
2995,incitement,E:,stereotypical
2996,stereotypical,E:,stereotypical
2997,inferiority,E:,stereotypical
2998,stereotypical,E:,stereotypical
2999,incitement,B:,incitement
3000,stereotypical,E:,stereotypical
3001,stereotypical,E:,stereotypical
3002,white_grievance,E:,stereotypical
3003,white_grievance,C:,inferiority
3004,stereotypical,E:,stereotypical
3005,stereotypical,C:,inferiority
3006,incitement,E:,stereotypical
3007,stereotypical,E:,stereotypical
3008,stereotypical,E:,stereotypical
3009,white_grievance,A:,white_grievance
3010,stereotypical,E:,stereotypical
3011,white_grievance,A:,white_grievance
3012,incitement,C:,inferiority
3013,stereotypical,C:,inferiority
3014,incitement,E:,stereotypical
3015,white_grievance,E:,stereotypical
3016,stereotypical,C:,inferiority
3017,stereotypical,E:,stereotypical
3018,inferiority,E:,stereotypical
3019,white_grievance,E:,stereotypical
3020,stereotypical,E:,stereotypical
3021,stereotypical,E:,stereotypical
3022,incitement,B:,incitement
3023,stereotypical,E:,stereotypical
3024,stereotypical,E:,stereotypical
3025,stereotypical,E:,stereotypical
3026,stereotypical,C:,inferiority
3027,stereotypical,F:,threatening
3028,incitement,E:,stereotypical
3029,incitement,A:,white_grievance
3030,white_grievance,E:,stereotypical
3031,stereotypical,B:,incitement
3032,incitement,B:,incitement
3033,stereotypical,E:,stereotypical
3034,white_grievance,A:,white_grievance
3035,white_grievance,E:,stereotypical
3036,threatening,E:,stereotypical
3037,incitement,A:,white_grievance
3038,white_grievance,E:,stereotypical
3039,threatening,E:,stereotypical
3040,inferiority,E:,stereotypical
3041,white_grievance,E:,stereotypical
3042,stereotypical,E:,stereotypical
3043,stereotypical,F:,threatening
3044,stereotypical,F:,threatening
3045,incitement,F:,threatening
3046,white_grievance,E:,stereotypical
3047,incitement,C:,inferiority
3048,incitement,B:,incitement
3049,incitement,A:,white_grievance
3050,incitement,E:,stereotypical
3051,white_grievance,E:,stereotypical
3052,threatening,E:,stereotypical
3053,white_grievance,E:,stereotypical
3054,stereotypical,E:,stereotypical
3055,inferiority,E:,stereotypical
3056,white_grievance,A:,white_grievance
3057,white_grievance,E:,stereotypical
3058,stereotypical,F:,threatening
3059,stereotypical,E:,stereotypical
3060,incitement,C:,inferiority
3061,irony,E:,stereotypical
3062,white_grievance,E:,stereotypical
3063,stereotypical,E:,stereotypical
3064,stereotypical,B:,incitement
3065,threatening,F:,threatening
3066,incitement,E:,stereotypical
3067,incitement,E:,stereotypical
3068,white_grievance,B:,incitement
3069,stereotypical,E:,stereotypical
3070,white_grievance,E:,stereotypical
3071,inferiority,E:,stereotypical
3072,incitement,C:,inferiority
3073,stereotypical,B:,incitement
3074,white_grievance,E:,stereotypical
3075,incitement,E:,stereotypical
3076,stereotypical,E:,stereotypical
3077,incitement,E:,stereotypical
3078,incitement,E:,stereotypical
3079,incitement,E:,stereotypical
3080,incitement,B:,incitement
3081,stereotypical,E:,stereotypical
3082,incitement,A:,white_grievance
3083,threatening,F:,threatening
3084,incitement,E:,stereotypical
3085,incitement,E:,stereotypical
3086,incitement,A:,white_grievance
3087,incitement,A:,white_grievance
3088,white_grievance,A:,white_grievance
3089,stereotypical,E:,stereotypical
3090,stereotypical,E:,stereotypical
3091,white_grievance,B:,incitement
3092,incitement,E:,stereotypical
3093,stereotypical,E:,stereotypical
3094,white_grievance,E:,stereotypical
3095,stereotypical,E:,stereotypical
3096,incitement,E:,stereotypical
3097,stereotypical,E:,stereotypical
3098,stereotypical,E:,stereotypical
3099,white_grievance,E:,stereotypical
3100,stereotypical,B:,incitement
3101,stereotypical,C:,inferiority
3102,white_grievance,E:,stereotypical
3103,stereotypical,E:,stereotypical
3104,incitement,E:,stereotypical
3105,incitement,A:,white_grievance
3106,white_grievance,A:,white_grievance
3107,stereotypical,E:,stereotypical
3108,stereotypical,E:,stereotypical
3109,stereotypical,E:,stereotypical
3110,white_grievance,E:,stereotypical
3111,inferiority,E:,stereotypical
3112,incitement,B:,incitement
3113,stereotypical,E:,stereotypical
3114,stereotypical,B:,incitement
3115,incitement,A:,white_grievance
3116,stereotypical,E:,stereotypical
3117,stereotypical,E:,stereotypical
3118,white_grievance,E:,stereotypical
3119,incitement,E:,stereotypical
3120,incitement,C:,inferiority
3121,incitement,E:,stereotypical
3122,white_grievance,E:,stereotypical
3123,incitement,A:,white_grievance
3124,white_grievance,E:,stereotypical
3125,irony,B:,incitement
3126,stereotypical,E:,stereotypical
3127,inferiority,C:,inferiority
3128,stereotypical,B:,incitement
3129,stereotypical,E:,stereotypical
3130,stereotypical,E:,stereotypical
3131,stereotypical,E:,stereotypical
3132,stereotypical,E:,stereotypical
3133,white_grievance,A:,white_grievance
3134,white_grievance,A:,white_grievance
3135,white_grievance,E:,stereotypical
3136,white_grievance,A:,white_grievance
3137,white_grievance,E:,stereotypical
3138,white_grievance,A:,white_grievance
3139,irony,B:,incitement
3140,white_grievance,E:,stereotypical
3141,white_grievance,E:,stereotypical
3142,white_grievance,A:,white_grievance
3143,incitement,E:,stereotypical
3144,stereotypical,E:,stereotypical
3145,inferiority,E:,stereotypical
3146,white_grievance,E:,stereotypical
3147,white_grievance,E:,stereotypical
3148,irony,E:,stereotypical
3149,stereotypical,E:,stereotypical
3150,white_grievance,A:,white_grievance
3151,incitement,B:,incitement
3152,white_grievance,E:,stereotypical
3153,inferiority,E:,stereotypical
3154,incitement,A:,white_grievance
3155,white_grievance,E:,stereotypical
3156,incitement,B:,incitement
3157,white_grievance,E:,stereotypical
3158,incitement,E:,stereotypical
3159,white_grievance,E:,stereotypical
3160,white_grievance,A:,white_grievance
3161,incitement,E:,stereotypical
3162,other,E:,stereotypical
3163,other,A:,white_grievance
3164,white_grievance,E:,stereotypical
3165,white_grievance,E:,stereotypical
3166,white_grievance,E:,stereotypical
3167,stereotypical,E:,stereotypical
3168,white_grievance,A:,white_grievance
3169,incitement,A:,white_grievance
3170,white_grievance,E:,stereotypical
3171,stereotypical,E:,stereotypical
3172,inferiority,E:,stereotypical
3173,white_grievance,E:,stereotypical
3174,incitement,B:,incitement
3175,incitement,E:,stereotypical
3176,white_grievance,E:,stereotypical
3177,incitement,B:,incitement
3178,white_grievance,C:,inferiority
3179,white_grievance,F:,threatening
3180,incitement,E:,stereotypical
3181,white_grievance,F:,threatening
3182,white_grievance,E:,stereotypical
3183,white_grievance,A:,white_grievance
3184,irony,E:,stereotypical
3185,stereotypical,E:,stereotypical
3186,white_grievance,E:,stereotypical
3187,stereotypical,E:,stereotypical
3188,inferiority,E:,stereotypical
3189,stereotypical,E:,stereotypical
3190,white_grievance,E:,stereotypical
3191,white_grievance,E:,stereotypical
3192,white_grievance,E:,stereotypical
3193,incitement,E:,stereotypical
3194,inferiority,F:,threatening
3195,incitement,B:,incitement
3196,inferiority,E:,stereotypical
3197,white_grievance,A:,white_grievance
3198,white_grievance,C:,inferiority
3199,white_grievance,E:,stereotypical
3200,white_grievance,B:,incitement
3201,white_grievance,A:,white_grievance
3202,white_grievance,E:,stereotypical
3203,stereotypical,E:,stereotypical
3204,irony,E:,stereotypical
3205,white_grievance,E:,stereotypical
3206,white_grievance,E:,stereotypical
3207,stereotypical,B:,incitement
3208,white_grievance,E:,stereotypical
3209,inferiority,E:,stereotypical
3210,incitement,A:,white_grievance
3211,white_grievance,E:,stereotypical
3212,incitement,E:,stereotypical
3213,incitement,E:,stereotypical
3214,incitement,B:,incitement
3215,white_grievance,E:,stereotypical
3216,inferiority,C:,inferiority
3217,white_grievance,E:,stereotypical
3218,incitement,F:,threatening
3219,stereotypical,E:,stereotypical
3220,incitement,B:,incitement
3221,white_grievance,E:,stereotypical
3222,white_grievance,E:,stereotypical
3223,white_grievance,E:,stereotypical
3224,incitement,B:,incitement
3225,incitement,E:,stereotypical
3226,stereotypical,E:,stereotypical
3227,incitement,A:,white_grievance
3228,white_grievance,C:,inferiority
3229,white_grievance,A:,white_grievance
3230,stereotypical,E:,stereotypical
3231,stereotypical,C:,inferiority
3232,white_grievance,A:,white_grievance
3233,white_grievance,E:,stereotypical
3234,white_grievance,B:,incitement
3235,white_grievance,A:,white_grievance
3236,stereotypical,E:,stereotypical
3237,white_grievance,E:,stereotypical
3238,incitement,E:,stereotypical
3239,incitement,E:,stereotypical
3240,stereotypical,F:,threatening
3241,inferiority,A:,white_grievance
3242,stereotypical,E:,stereotypical
3243,stereotypical,E:,stereotypical
3244,white_grievance,E:,stereotypical
3245,white_grievance,F:,threatening
3246,white_grievance,E:,stereotypical
3247,incitement,E:,stereotypical
3248,white_grievance,E:,stereotypical
3249,stereotypical,E:,stereotypical
3250,white_grievance,B:,incitement
3251,inferiority,F:,threatening
3252,irony,E:,stereotypical
3253,white_grievance,E:,stereotypical
3254,incitement,E:,stereotypical
3255,white_grievance,B:,incitement
3256,white_grievance,A:,white_grievance
3257,stereotypical,E:,stereotypical
3258,incitement,E:,stereotypical
3259,stereotypical,E:,stereotypical
3260,white_grievance,B:,incitement
3261,white_grievance,E:,stereotypical
3262,white_grievance,E:,stereotypical
3263,stereotypical,E:,stereotypical
3264,irony,E:,stereotypical
3265,white_grievance,E:,stereotypical
3266,white_grievance,E:,stereotypical
3267,white_grievance,C:,inferiority
3268,stereotypical,E:,stereotypical
3269,inferiority,E:,stereotypical
3270,white_grievance,A:,white_grievance
3271,white_grievance,E:,stereotypical
3272,incitement,A:,white_grievance
3273,incitement,B:,incitement
3274,irony,A:,white_grievance
3275,white_grievance,F:,threatening
3276,inferiority,E:,stereotypical
3277,incitement,E:,stereotypical
3278,white_grievance,E:,stereotypical
3279,irony,E:,stereotypical
3280,white_grievance,E:,stereotypical
3281,inferiority,C:,inferiority
3282,white_grievance,A:,white_grievance
3283,white_grievance,E:,stereotypical
3284,white_grievance,E:,stereotypical
3285,white_grievance,E:,stereotypical
3286,white_grievance,E:,stereotypical
3287,incitement,E:,stereotypical
3288,white_grievance,C:,inferiority
3289,white_grievance,E:,stereotypical
3290,incitement,A:,white_grievance
3291,incitement,E:,stereotypical
3292,white_grievance,E:,stereotypical
3293,white_grievance,E:,stereotypical
3294,irony,E:,stereotypical
3295,incitement,E:,stereotypical
3296,stereotypical,E:,stereotypical
3297,white_grievance,A:,white_grievance
3298,inferiority,C:,inferiority
3299,incitement,E:,stereotypical
3300,white_grievance,E:,stereotypical
3301,stereotypical,E:,stereotypical
3302,stereotypical,E:,stereotypical
3303,incitement,E:,stereotypical
3304,stereotypical,E:,stereotypical
3305,inferiority,E:,stereotypical
3306,stereotypical,B:,incitement
3307,stereotypical,E:,stereotypical
3308,incitement,E:,stereotypical
3309,threatening,E:,stereotypical
3310,incitement,B:,incitement
3311,white_grievance,A:,white_grievance
3312,white_grievance,E:,stereotypical
3313,white_grievance,E:,stereotypical
3314,stereotypical,E:,stereotypical
3315,incitement,E:,stereotypical
3316,white_grievance,E:,stereotypical
3317,incitement,B:,incitement
3318,incitement,E:,stereotypical
3319,white_grievance,E:,stereotypical
3320,stereotypical,F:,threatening
3321,stereotypical,B:,incitement
3322,incitement,C:,inferiority
3323,incitement,E:,stereotypical
3324,white_grievance,E:,stereotypical
3325,incitement,A:,white_grievance
3326,white_grievance,E:,stereotypical
3327,white_grievance,E:,stereotypical
3328,white_grievance,E:,stereotypical
3329,white_grievance,E:,stereotypical
3330,white_grievance,E:,stereotypical
3331,white_grievance,E:,stereotypical
3332,white_grievance,A:,white_grievance
3333,white_grievance,E:,stereotypical
3334,stereotypical,E:,stereotypical
3335,stereotypical,E:,stereotypical
3336,stereotypical,B:,incitement
3337,incitement,E:,stereotypical
3338,incitement,E:,stereotypical
3339,stereotypical,B:,incitement
3340,white_grievance,A:,white_grievance
3341,stereotypical,E:,stereotypical
3342,white_grievance,E:,stereotypical
3343,stereotypical,E:,stereotypical
3344,stereotypical,E:,stereotypical
3345,irony,E:,stereotypical
3346,white_grievance,B:,incitement
3347,incitement,E:,stereotypical
3348,stereotypical,C:,inferiority
3349,incitement,E:,stereotypical
3350,incitement,B:,incitement
3351,white_grievance,E:,stereotypical
3352,white_grievance,E:,stereotypical
3353,inferiority,A:,white_grievance
3354,white_grievance,E:,stereotypical
3355,incitement,B:,incitement
3356,white_grievance,E:,stereotypical
3357,white_grievance,E:,stereotypical
3358,white_grievance,A:,white_grievance
3359,white_grievance,E:,stereotypical
3360,stereotypical,F:,threatening
3361,irony,E:,stereotypical
3362,white_grievance,E:,stereotypical
3363,white_grievance,A:,white_grievance
3364,inferiority,A:,white_grievance
3365,incitement,E:,stereotypical
3366,stereotypical,B:,incitement
3367,incitement,B:,incitement
3368,irony,C:,inferiority
3369,white_grievance,E:,stereotypical
3370,incitement,B:,incitement
3371,white_grievance,E:,stereotypical
3372,white_grievance,A:,white_grievance
3373,incitement,B:,incitement
3374,white_grievance,F:,threatening
3375,white_grievance,E:,stereotypical
3376,white_grievance,A:,white_grievance
3377,white_grievance,B:,incitement
3378,white_grievance,E:,stereotypical
3379,stereotypical,E:,stereotypical
3380,irony,C:,inferiority
3381,stereotypical,E:,stereotypical
3382,stereotypical,E:,stereotypical
3383,incitement,B:,incitement
3384,white_grievance,B:,incitement
3385,white_grievance,E:,stereotypical
3386,incitement,E:,stereotypical
3387,incitement,B:,incitement
3388,white_grievance,E:,stereotypical
3389,white_grievance,E:,stereotypical
3390,incitement,B:,incitement
3391,incitement,E:,stereotypical
3392,incitement,B:,incitement
3393,white_grievance,E:,stereotypical
3394,incitement,E:,stereotypical
3395,white_grievance,E:,stereotypical
3396,inferiority,E:,stereotypical
3397,incitement,E:,stereotypical
3398,irony,E:,stereotypical
3399,stereotypical,E:,stereotypical
3400,white_grievance,E:,stereotypical
3401,white_grievance,E:,stereotypical
3402,white_grievance,E:,stereotypical
3403,white_grievance,A:,white_grievance
3404,incitement,E:,stereotypical
3405,stereotypical,F:,threatening
3406,white_grievance,E:,stereotypical
3407,inferiority,E:,stereotypical
3408,white_grievance,E:,stereotypical
3409,white_grievance,E:,stereotypical
3410,white_grievance,A:,white_grievance
3411,white_grievance,E:,stereotypical
3412,inferiority,A:,white_grievance
3413,stereotypical,E:,stereotypical
3414,stereotypical,B:,incitement
3415,white_grievance,A:,white_grievance
3416,white_grievance,C:,inferiority
3417,white_grievance,E:,stereotypical
3418,incitement,E:,stereotypical
3419,incitement,B:,incitement
3420,white_grievance,E:,stereotypical
3421,white_grievance,E:,stereotypical
3422,stereotypical,E:,stereotypical
3423,stereotypical,E:,stereotypical
3424,incitement,A:,white_grievance
3425,stereotypical,F:,threatening
3426,incitement,C:,inferiority
3427,stereotypical,E:,stereotypical
3428,threatening,E:,stereotypical
3429,stereotypical,F:,threatening
3430,stereotypical,E:,stereotypical
3431,incitement,A:,white_grievance
3432,other,A:,white_grievance
3433,stereotypical,F:,threatening
3434,white_grievance,A:,white_grievance
3435,stereotypical,E:,stereotypical
3436,white_grievance,B:,incitement
3437,white_grievance,E:,stereotypical
3438,incitement,B:,incitement
3439,white_grievance,B:,incitement
3440,white_grievance,C:,inferiority
3441,white_grievance,E:,stereotypical
3442,stereotypical,E:,stereotypical
3443,stereotypical,E:,stereotypical
3444,white_grievance,E:,stereotypical
3445,white_grievance,E:,stereotypical
3446,threatening,E:,stereotypical
3447,stereotypical,E:,stereotypical
3448,white_grievance,E:,stereotypical
3449,inferiority,C:,inferiority
3450,white_grievance,E:,stereotypical
3451,inferiority,F:,threatening
3452,stereotypical,F:,threatening
3453,white_grievance,C:,inferiority
3454,incitement,E:,stereotypical
3455,other,E:,stereotypical
3456,stereotypical,B:,incitement
3457,incitement,E:,stereotypical
3458,inferiority,C:,inferiority
3459,stereotypical,E:,stereotypical
3460,stereotypical,E:,stereotypical
3461,white_grievance,E:,stereotypical
3462,white_grievance,E:,stereotypical
3463,incitement,C:,inferiority
3464,white_grievance,A:,white_grievance
3465,incitement,A:,white_grievance
3466,stereotypical,B:,incitement
3467,stereotypical,B:,incitement
3468,stereotypical,E:,stereotypical
3469,stereotypical,E:,stereotypical
3470,stereotypical,E:,stereotypical
3471,incitement,F:,threatening
3472,incitement,E:,stereotypical
3473,white_grievance,E:,stereotypical
3474,incitement,E:,stereotypical
3475,incitement,B:,incitement
3476,incitement,E:,stereotypical
3477,stereotypical,E:,stereotypical
3478,white_grievance,E:,stereotypical
3479,white_grievance,B:,incitement
3480,incitement,E:,stereotypical
3481,incitement,B:,incitement
3482,white_grievance,E:,stereotypical
3483,stereotypical,E:,stereotypical
3484,incitement,E:,stereotypical
3485,white_grievance,A:,white_grievance
3486,incitement,B:,incitement
3487,incitement,A:,white_grievance
3488,incitement,B:,incitement
3489,stereotypical,B:,incitement
3490,white_grievance,A:,white_grievance
3491,white_grievance,E:,stereotypical
3492,white_grievance,E:,stereotypical
3493,stereotypical,E:,stereotypical
3494,stereotypical,F:,threatening
3495,irony,A:,white_grievance
3496,white_grievance,E:,stereotypical
3497,inferiority,C:,inferiority
3498,incitement,E:,stereotypical
3499,incitement,B:,incitement
3500,white_grievance,E:,stereotypical
3501,incitement,E:,stereotypical
3502,incitement,E:,stereotypical
3503,incitement,B:,incitement
3504,white_grievance,A:,white_grievance
3505,incitement,A:,white_grievance
3506,incitement,E:,stereotypical
3507,incitement,F:,threatening
3508,incitement,A:,white_grievance
3509,incitement,E:,stereotypical
3510,white_grievance,E:,stereotypical
3511,incitement,E:,stereotypical
3512,stereotypical,E:,stereotypical
3513,white_grievance,E:,stereotypical
3514,incitement,E:,stereotypical
3515,white_grievance,A:,white_grievance
3516,incitement,E:,stereotypical
3517,white_grievance,C:,inferiority
3518,white_grievance,E:,stereotypical
3519,incitement,E:,stereotypical
3520,white_grievance,E:,stereotypical
3521,white_grievance,E:,stereotypical
3522,incitement,E:,stereotypical
3523,incitement,B:,incitement
3524,incitement,E:,stereotypical
3525,incitement,E:,stereotypical
3526,stereotypical,E:,stereotypical
3527,stereotypical,E:,stereotypical
3528,white_grievance,E:,stereotypical
3529,white_grievance,E:,stereotypical
3530,stereotypical,E:,stereotypical
3531,incitement,E:,stereotypical
3532,white_grievance,B:,incitement
3533,stereotypical,E:,stereotypical
3534,inferiority,E:,stereotypical
3535,other,B:,incitement
3536,stereotypical,E:,stereotypical
3537,white_grievance,F:,threatening
3538,stereotypical,B:,incitement
3539,incitement,E:,stereotypical
3540,incitement,E:,stereotypical
3541,incitement,E:,stereotypical
3542,stereotypical,B:,incitement
3543,stereotypical,E:,stereotypical
3544,threatening,B:,incitement
3545,stereotypical,E:,stereotypical
3546,stereotypical,E:,stereotypical
3547,incitement,E:,stereotypical
3548,white_grievance,F:,threatening
3549,stereotypical,E:,stereotypical
3550,incitement,E:,stereotypical
3551,stereotypical,E:,stereotypical
3552,white_grievance,A:,white_grievance
3553,other,E:,stereotypical
3554,incitement,B:,incitement
3555,white_grievance,E:,stereotypical
3556,incitement,E:,stereotypical
3557,white_grievance,A:,white_grievance
3558,white_grievance,E:,stereotypical
3559,incitement,A:,white_grievance
3560,white_grievance,E:,stereotypical
3561,incitement,E:,stereotypical
3562,white_grievance,B:,incitement
3563,incitement,E:,stereotypical
3564,incitement,E:,stereotypical
3565,stereotypical,D:,irony
3566,other,C:,inferiority
3567,white_grievance,A:,white_grievance
3568,incitement,E:,stereotypical
3569,white_grievance,E:,stereotypical
3570,white_grievance,A:,white_grievance
3571,inferiority,C:,inferiority
3572,stereotypical,E:,stereotypical
3573,white_grievance,E:,stereotypical
3574,incitement,A:,white_grievance
3575,stereotypical,E:,stereotypical
3576,incitement,E:,stereotypical
3577,white_grievance,E:,stereotypical
3578,incitement,E:,stereotypical
3579,white_grievance,A:,white_grievance
3580,incitement,E:,stereotypical
3581,incitement,A:,white_grievance
3582,threatening,F:,threatening
3583,other,C:,inferiority
3584,white_grievance,E:,stereotypical
3585,incitement,F:,threatening
3586,incitement,E:,stereotypical
3587,stereotypical,E:,stereotypical
3588,stereotypical,E:,stereotypical
3589,white_grievance,E:,stereotypical
3590,incitement,E:,stereotypical
3591,irony,E:,stereotypical
3592,white_grievance,E:,stereotypical
3593,white_grievance,E:,stereotypical
3594,white_grievance,E:,stereotypical
3595,white_grievance,E:,stereotypical
3596,incitement,A:,white_grievance
3597,incitement,B:,incitement
3598,incitement,E:,stereotypical
3599,inferiority,A:,white_grievance
3600,incitement,E:,stereotypical
3601,white_grievance,E:,stereotypical
3602,incitement,B:,incitement
3603,incitement,A:,white_grievance
3604,incitement,E:,stereotypical
3605,incitement,E:,stereotypical
3606,incitement,E:,stereotypical
3607,incitement,E:,stereotypical
3608,incitement,B:,incitement
3609,inferiority,E:,stereotypical
3610,stereotypical,E:,stereotypical
3611,incitement,A:,white_grievance
3612,incitement,A:,white_grievance
3613,other,E:,stereotypical
3614,white_grievance,A:,white_grievance
3615,stereotypical,F:,threatening
3616,white_grievance,E:,stereotypical
3617,irony,E:,stereotypical
3618,incitement,B:,incitement
3619,stereotypical,C:,inferiority
3620,stereotypical,E:,stereotypical
3621,incitement,A:,white_grievance
3622,incitement,B:,incitement
3623,incitement,E:,stereotypical
3624,stereotypical,E:,stereotypical
3625,white_grievance,E:,stereotypical
3626,white_grievance,E:,stereotypical
3627,stereotypical,E:,stereotypical
3628,stereotypical,B:,incitement
3629,stereotypical,E:,stereotypical
3630,stereotypical,E:,stereotypical
3631,white_grievance,E:,stereotypical
3632,stereotypical,E:,stereotypical
3633,white_grievance,A:,white_grievance
3634,stereotypical,E:,stereotypical
3635,stereotypical,E:,stereotypical
3636,incitement,B:,incitement
3637,white_grievance,E:,stereotypical
3638,incitement,B:,incitement
3639,incitement,A:,white_grievance
3640,stereotypical,E:,stereotypical
3641,incitement,E:,stereotypical
3642,white_grievance,E:,stereotypical
3643,stereotypical,E:,stereotypical
3644,inferiority,E:,stereotypical
3645,incitement,B:,incitement
3646,incitement,C:,inferiority
3647,white_grievance,E:,stereotypical
3648,stereotypical,E:,stereotypical
3649,stereotypical,E:,stereotypical
3650,white_grievance,E:,stereotypical
3651,incitement,B:,incitement
3652,white_grievance,A:,white_grievance
3653,incitement,B:,incitement
3654,stereotypical,F:,threatening
3655,white_grievance,A:,white_grievance
3656,white_grievance,E:,stereotypical
3657,stereotypical,E:,stereotypical
3658,stereotypical,E:,stereotypical
3659,stereotypical,E:,stereotypical
3660,incitement,A:,white_grievance
3661,incitement,A:,white_grievance
3662,incitement,B:,incitement
3663,inferiority,C:,inferiority
3664,incitement,E:,stereotypical
3665,incitement,E:,stereotypical
3666,stereotypical,E:,stereotypical
3667,white_grievance,A:,white_grievance
3668,threatening,F:,threatening
3669,stereotypical,E:,stereotypical
3670,white_grievance,E:,stereotypical
3671,white_grievance,A:,white_grievance
3672,white_grievance,E:,stereotypical
3673,stereotypical,E:,stereotypical
3674,incitement,E:,stereotypical
3675,incitement,E:,stereotypical
3676,stereotypical,E:,stereotypical
3677,incitement,A:,white_grievance
3678,white_grievance,C:,inferiority
3679,white_grievance,A:,white_grievance
3680,white_grievance,B:,incitement
3681,irony,E:,stereotypical
3682,stereotypical,E:,stereotypical
3683,white_grievance,E:,stereotypical
3684,incitement,E:,stereotypical
3685,incitement,B:,incitement
3686,white_grievance,A:,white_grievance
3687,stereotypical,C:,inferiority
3688,inferiority,B:,incitement
3689,stereotypical,E:,stereotypical
3690,white_grievance,A:,white_grievance
3691,stereotypical,E:,stereotypical
3692,white_grievance,E:,stereotypical
3693,white_grievance,B:,incitement
3694,white_grievance,E:,stereotypical
3695,white_grievance,E:,stereotypical
3696,incitement,E:,stereotypical
3697,stereotypical,B:,incitement
3698,white_grievance,E:,stereotypical
3699,white_grievance,E:,stereotypical
3700,incitement,F:,threatening
3701,incitement,B:,incitement
3702,threatening,E:,stereotypical
3703,stereotypical,E:,stereotypical
3704,stereotypical,E:,stereotypical
3705,incitement,E:,stereotypical
3706,incitement,E:,stereotypical
3707,incitement,C:,inferiority
3708,stereotypical,E:,stereotypical
3709,white_grievance,E:,stereotypical
3710,inferiority,E:,stereotypical
3711,inferiority,E:,stereotypical
3712,white_grievance,C:,inferiority
3713,white_grievance,E:,stereotypical
3714,incitement,E:,stereotypical
3715,other,B:,incitement
3716,incitement,E:,stereotypical
3717,white_grievance,E:,stereotypical
3718,incitement,A:,white_grievance
3719,incitement,A:,white_grievance
3720,white_grievance,E:,stereotypical
3721,threatening,E:,stereotypical
3722,white_grievance,E:,stereotypical
3723,inferiority,E:,stereotypical
3724,white_grievance,A:,white_grievance
3725,incitement,E:,stereotypical
3726,white_grievance,E:,stereotypical
3727,irony,E:,stereotypical
3728,incitement,E:,stereotypical
3729,stereotypical,E:,stereotypical
3730,white_grievance,E:,stereotypical
3731,incitement,B:,incitement
3732,incitement,A:,white_grievance
3733,inferiority,B:,incitement
3734,incitement,B:,incitement
3735,incitement,E:,stereotypical
3736,white_grievance,E:,stereotypical
3737,incitement,F:,threatening
3738,incitement,E:,stereotypical
3739,irony,E:,stereotypical
3740,stereotypical,E:,stereotypical
3741,incitement,A:,white_grievance
3742,stereotypical,E:,stereotypical
3743,stereotypical,E:,stereotypical
3744,threatening,E:,stereotypical
3745,stereotypical,A:,white_grievance
3746,incitement,E:,stereotypical
3747,incitement,A:,white_grievance
3748,incitement,E:,stereotypical
3749,threatening,E:,stereotypical
3750,incitement,C:,inferiority
3751,incitement,C:,inferiority
3752,incitement,A:,white_grievance
3753,white_grievance,E:,stereotypical
3754,incitement,E:,stereotypical
3755,threatening,F:,threatening
3756,white_grievance,A:,white_grievance
3757,white_grievance,E:,stereotypical
3758,stereotypical,A:,white_grievance
3759,stereotypical,B:,incitement
3760,stereotypical,E:,stereotypical
3761,incitement,A:,white_grievance
3762,incitement,A:,white_grievance
3763,inferiority,E:,stereotypical
3764,irony,E:,stereotypical
3765,stereotypical,C:,inferiority
3766,white_grievance,E:,stereotypical
3767,white_grievance,E:,stereotypical
3768,threatening,E:,stereotypical
3769,white_grievance,E:,stereotypical
3770,stereotypical,E:,stereotypical
3771,stereotypical,E:,stereotypical
3772,incitement,E:,stereotypical
3773,white_grievance,F:,threatening
3774,white_grievance,E:,stereotypical
3775,white_grievance,E:,stereotypical
3776,white_grievance,F:,threatening
3777,white_grievance,A:,white_grievance
3778,white_grievance,E:,stereotypical
